ONS ID,ONS region ID,Constituency name,County name,Region name,Country name,Constituency type,Declaration time,Member first name,Member surname,Member gender,Result,First party,Second party,Electorate,Valid votes,Invalid votes,Majority,Con,Lab,LD,RUK,Green,SNP,PC,DUP,SF,SDLP,UUP,APNI,All other candidates,Of which other winner
E14001269,E12000003,Harrogate and Knaresborough,,Yorkshire and The Humber,England,County,,Tom,Gordon,Male,LD gain from Con,LD,Con,77955,52064,125,8238,15738,4153,23976,5679,1762,0,0,0,0,0,0,0,756,0
E14001270,E12000007,Harrow East,,London,England,Borough,,Bob,Blackman,Male,Con hold,Con,Lab,76513,47777,204,11680,25466,13786,1511,2188,2006,0,0,0,0,0,0,0,2820,0
E14001271,E12000007,Harrow West,,London,England,Borough,,Gareth,Thomas,Male,Lab hold,Lab,Con,79902,45241,150,6642,13191,19833,2404,2639,2438,0,0,0,0,0,0,0,4736,0
E14001272,E12000001,Hartlepool,,North East,England,County,,Jonathan,Brash,Male,Lab hold,Lab,RUK,71437,35511,88,7698,7767,16414,572,8716,834,0,0,0,0,0,0,0,1208,0
E14001273,E12000006,Harwich and North Essex,,East of England,England,County,,Bernard,Jenkin,Male,Con hold,Con,Lab,76296,48043,195,1162,16522,15360,3561,9806,2794,0,0,0,0,0,0,0,0,0
E14001274,E12000008,Hastings and Rye,,South East,England,County,,Helena,Dollimore,Female,Lab gain from Con,Lab,Con,75939,45990,183,8653,10481,19134,2586,7401,5761,0,0,0,0,0,0,0,627,0
E14001275,E12000008,Havant,,South East,England,Borough,,Alan,Mak,Male,Con hold,Con,Lab,72323,42186,133,92,12986,12894,3275,9959,2861,0,0,0,0,0,0,0,211,0
E14001276,E12000007,Hayes and Harlington,,London,England,Borough,,John,McDonnell,Male,Lab hold,Lab,Con,74405,38315,118,12031,8374,20405,1316,4114,2131,0,0,0,0,0,0,0,1975,0
E14001277,E12000002,Hazel Grove,,North West,England,County,,Lisa,Smart,Female,LD gain from Con,LD,Lab,72846,45998,170,6500,9011,10828,17328,6955,1763,0,0,0,0,0,0,0,113,0
E14001278,E12000006,Hemel Hempstead,,East of England,England,County,,David,Taylor,Male,Lab gain from Con,Lab,Con,71035,44108,168,4857,11987,16844,5096,7689,2492,0,0,0,0,0,0,0,0,0
E14001279,E12000007,Hendon,,London,England,Borough,,David,Pinto-Duschinsky,Male,Lab gain from Con,Lab,Con,74865,41256,190,15,15840,15855,1966,3038,2667,0,0,0,0,0,0,0,1890,0
E14001280,E12000008,Henley and Thame,,South East,England,County,,Freddie,Van Mierlo,Male,LD gain from Con,LD,Con,73749,53157,174,6267,17637,3574,23904,5213,2008,0,0,0,0,0,0,0,821,0
E14001281,E12000005,Hereford and South Herefordshire,,West Midlands,England,County,,Jesse,Norman,Male,Con hold,Con,Lab,72203,45572,154,1279,14871,13592,5325,8395,3175,0,0,0,0,0,0,0,214,0
E14001282,E12000008,Herne Bay and Sandwich,,South East,England,County,,Roger,Gale,Male,Con hold,Con,Lab,77869,48827,196,2499,17243,14744,2709,10602,3529,0,0,0,0,0,0,0,0,0
E14001283,E12000006,Hertford and Stortford,,East of England,England,County,,Joshua Robert Abraham,Dean,Male,Lab gain from Con,Lab,Con,78915,54009,203,4748,16060,20808,4167,8325,4373,0,0,0,0,0,0,0,276,0
E14001284,E12000006,Hertsmere,,East of England,England,County,,Oliver,Dowden,Male,Con hold,Con,Lab,73465,48007,204,7992,21451,13459,3710,6584,2267,0,0,0,0,0,0,0,536,0
E14001285,E12000001,Hexham,,North East,England,County,,Joe,Morris,Male,Lab gain from Con,Lab,Con,76431,51828,433,3713,20275,23988,2376,0,2467,0,0,0,0,0,0,0,2722,0
E14001286,E12000002,Heywood and Middleton North,,North West,England,County,,Elsie,Blundell,Female,Lab hold,Lab,RUK,73328,37130,146,6082,6423,15069,2302,8987,0,0,0,0,0,0,0,0,4349,0
E14001287,E12000004,High Peak,,East Midlands,England,County,,Jon,Pearce,Male,Lab gain from Con,Lab,Con,74385,49206,178,7908,14625,22533,1707,6959,3382,0,0,0,0,0,0,0,0,0
E14001288,E12000004,Hinckley and Bosworth,,East Midlands,England,County,,Luke,Evans,Male,Con hold,Con,LD,76407,47799,147,5408,17032,8601,11624,8817,1514,0,0,0,0,0,0,0,211,0
E14001289,E12000006,Hitchin,,East of England,England,County,,Alistair,Strathern,Male,Lab gain from Con,Lab,Con,75877,52510,179,8109,14958,23067,4913,6760,2631,0,0,0,0,0,0,0,181,0
E14001290,E12000007,Holborn and St Pancras,,London,England,Borough,,Keir,Starmer,Male,Lab hold,Lab,Ind,71300,38602,223,11572,2776,18884,2236,2371,4030,0,0,0,0,0,0,0,8305,0
E14001291,E12000009,Honiton and Sidmouth,,South West,England,County,,Richard,Foord,Male,LD gain from Con,LD,Con,75537,50655,137,6700,16307,2947,23007,6289,1394,0,0,0,0,0,0,0,711,0
E14001292,E12000007,Hornchurch and Upminster,,London,England,Borough,,Julia,Lopez,Female,Con hold,Con,RUK,75438,46911,125,1943,15260,12939,2381,13317,2620,0,0,0,0,0,0,0,394,0
E14001293,E12000007,Hornsey and Friern Barnet,,London,England,Borough,,Catherine,West,Female,Lab hold,Lab,Green,69885,48642,287,21475,4011,28535,6099,1989,7060,0,0,0,0,0,0,0,948,0
E14001294,E12000008,Horsham,,South East,England,County,,John,Milne,Male,LD gain from Con,LD,Con,79150,55499,225,2517,19115,5979,21632,6116,2137,0,0,0,0,0,0,0,520,0
E14001295,E12000001,Houghton and Sunderland South,,North East,England,County,,Bridget,Phillipson,Female,Lab hold,Lab,RUK,78448,40032,101,7169,5514,18837,2290,11668,1723,0,0,0,0,0,0,0,0,0
E14001296,E12000008,Hove and Portslade,,South East,England,Borough,,Peter,Kyle,Male,Lab hold,Lab,Green,74063,51909,247,19791,6630,27209,3046,4558,7418,0,0,0,0,0,0,0,3048,0
E14001297,E12000003,Huddersfield,,Yorkshire and The Humber,England,Borough,,Harpreet,Uppal,Female,Lab hold,Lab,Green,77795,40165,147,4533,6559,15101,1741,6196,10568,0,0,0,0,0,0,0,0,0
E14001298,E12000006,Huntingdon,,East of England,England,County,,Ben,Obese-Jecty,Male,Con hold,Con,Lab,79074,52040,194,1499,18257,16758,4821,8039,3042,0,0,0,0,0,0,0,1123,0
E14001299,E12000002,Hyndburn,,North West,England,County,,Sarah,Smith,Female,Lab gain from Con,Lab,Con,67147,36374,149,1687,10499,12186,1210,7541,4938,0,0,0,0,0,0,0,0,0
E14001300,E12000007,Ilford North,,London,England,Borough,,Wes,Streeting,Male,Lab hold,Lab,Ind,78657,46888,121,528,9619,15647,1088,3621,1794,0,0,0,0,0,0,0,15119,0
E14001301,E12000007,Ilford South,,London,England,Borough,,Jas,Athwal,Male,Lab hold,Lab,Ind,80993,41170,167,6894,6142,16537,1340,2329,3437,0,0,0,0,0,0,0,11385,0
S14000093,S92000003,Inverclyde and Renfrewshire West,,Scotland,Scotland,County,,Martin,McCluskey,Male,Lab gain from SNP,Lab,SNP,70126,40350,101,6371,2863,18931,1259,2476,1173,12560,0,0,0,0,0,0,1088,0
S14000094,S92000003,"Inverness, Skye and West Ross-shire",,Scotland,Scotland,County,,Angus,MacDonald,Male,LD gain from SNP,LD,SNP,77927,48056,168,2160,2502,6246,18159,2934,2038,15999,0,0,0,0,0,0,178,0
E14001302,E12000006,Ipswich,,East of England,England,Borough,,Jack,Abbott,Male,Lab gain from Con,Lab,Con,75396,44071,167,7403,11696,19099,2241,7027,3652,0,0,0,0,0,0,0,356,0
E14001303,E12000008,Isle of Wight East,,South East,England,County,,Joe,Robertson,Male,Con hold,Con,RUK,55855,34078,71,3323,10427,6264,3550,7104,6313,0,0,0,0,0,0,0,420,0
E14001304,E12000008,Isle of Wight West,,South East,England,County,,Richard,Quigley,Male,Lab gain from Con,Lab,Con,55406,34290,78,3177,10063,13240,2726,5834,2310,0,0,0,0,0,0,0,117,0
E14001305,E12000007,Islington North,,London,England,Borough,,Jeremy,Corbyn,Male,Ind gain from Lab,Ind,Lab,72852,49006,189,7247,1950,16873,1661,1710,2660,0,0,0,0,0,0,0,24152,24120
E14001306,E12000007,Islington South and Finsbury,,London,England,Borough,,Emily,Thornberry,Female,Lab hold,Lab,Green,74122,42754,235,15455,3584,22946,4045,3388,7491,0,0,0,0,0,0,0,1300,0
E14001307,E12000001,Jarrow and Gateshead East,,North East,England,Borough,,Kate,Osborne,Female,Lab hold,Lab,RUK,70272,36728,85,8964,3354,18856,1740,9892,2384,0,0,0,0,0,0,0,502,0
E14001308,E12000003,Keighley and Ilkley,,Yorkshire and The Humber,England,County,,Robbie,Moore,Male,Con hold,Con,Lab,74367,46186,175,1625,18589,16964,970,4782,2447,0,0,0,0,0,0,0,2434,0
E14001309,E12000005,Kenilworth and Southam,,West Midlands,England,County,,Jeremy,Wright,Male,Con hold,Con,Lab,74923,53320,184,6574,19395,12821,10464,6920,3125,0,0,0,0,0,0,0,595,0
E14001310,E12000007,Kensington and Bayswater,,London,England,Borough,,Joe,Powell,Male,Lab hold,Lab,Con,77306,41908,213,2903,14122,17025,2910,2514,2732,0,0,0,0,0,0,0,2605,0
E14001311,E12000004,Kettering,,East Midlands,England,County,,Rosie,Wrighting,Female,Lab gain from Con,Lab,Con,79360,50231,152,3820,14189,18009,1357,8468,7004,0,0,0,0,0,0,0,1204,0
S14000110,S92000003,Kilmarnock and Loudoun,,Scotland,Scotland,County,,Lillian,Jones,Female,Lab gain from SNP,Lab,SNP,74628,42478,134,5119,3527,19055,850,3472,1237,13936,0,0,0,0,0,0,401,0
E14001312,E12000007,Kingston and Surbiton,,London,England,Borough,,Ed,Davey,Male,LD hold,LD,Con,77353,50664,149,17235,8635,6561,25870,4787,3009,0,0,0,0,0,0,0,1802,0
E14001313,E12000003,Kingston upon Hull East,,Yorkshire and The Humber,England,Borough,,Karl,Turner,Male,Lab hold,Lab,RUK,70650,29816,88,3920,2715,13047,3252,9127,1675,0,0,0,0,0,0,0,0,0
E14001314,E12000003,Kingston upon Hull North and Cottingham,,Yorkshire and The Humber,England,Borough,,Diana,Johnson,Female,Lab hold,Lab,RUK,75280,38228,137,10679,4897,18480,3246,7801,2322,0,0,0,0,0,0,0,1482,0
E14001315,E12000003,Kingston upon Hull West and Haltemprice,,Yorkshire and The Humber,England,Borough,,Emma,Hardy,Female,Lab gain from Con,Lab,RUK,73252,38178,116,8979,6924,17875,2625,8896,1748,0,0,0,0,0,0,0,110,0
E14001316,E12000005,Kingswinford and South Staffordshire,,West Midlands,England,County,,Mike,Wood,Male,Con hold,Con,Lab,71645,45180,146,6303,18199,11896,2080,9928,2077,0,0,0,0,0,0,0,1000,0
E14001317,E12000002,Knowsley,,North West,England,Borough,,Anneliese,Midgley,Female,Lab hold,Lab,RUK,71964,36047,88,18319,1496,24243,1232,5924,2772,0,0,0,0,0,0,0,380,0
N05000009,N92000002,Lagan Valley,,Northern Ireland,Northern Ireland,County,,Sorcha-Lucy,Eastwood,Female,APNI gain from DUP,APNI,DUP,82201,49081,162,2959,0,0,0,0,433,0,0,15659,0,1028,11157,18618,2186,0
E14001318,E12000002,Lancaster and Wyre,,North West,England,County,,Cat,Smith,Female,Lab gain from Con,Lab,Con,74760,43008,199,9253,10062,19315,1529,6866,5236,0,0,0,0,0,0,0,0,0
E14001319,E12000003,Leeds Central and Headingley,,Yorkshire and The Humber,England,Borough,,Alex,Sobel,Male,Lab hold,Lab,Green,70554,31595,135,8422,2237,15853,2611,2399,7431,0,0,0,0,0,0,0,1064,0
E14001320,E12000003,Leeds East,,Yorkshire and The Humber,England,County,,Richard,Burgon,Male,Lab hold,Lab,RUK,76207,39388,129,11265,6898,18610,1445,7345,3506,0,0,0,0,0,0,0,1584,0
E14001321,E12000003,Leeds North East,,Yorkshire and The Humber,England,Borough,,Fabian,Hamilton,Male,Lab hold,Lab,Con,70178,45167,221,16083,7177,23260,2168,3426,5911,0,0,0,0,0,0,0,3225,0
E14001322,E12000003,Leeds North West,,Yorkshire and The Humber,England,County,,Katie,White,Female,Lab gain from Con,Lab,Con,71592,49777,176,11896,10986,22882,5641,5935,3231,0,0,0,0,0,0,0,1102,0
E14001323,E12000003,Leeds South,,Yorkshire and The Humber,England,Borough,,Hilary,Benn,Male,Lab hold,Lab,Green,75953,31678,473,11279,4172,17117,1340,0,5838,0,0,0,0,0,0,0,3211,0
E14001324,E12000003,Leeds South West and Morley,,Yorkshire and The Humber,England,Borough,,Mark,Sewards,Male,Lab gain from Con,Lab,Con,71854,40209,114,8423,9258,17681,1798,8187,2522,0,0,0,0,0,0,0,763,0
E14001325,E12000003,Leeds West and Pudsey,,Yorkshire and The Humber,England,Borough,,Rachel,Reeves,Female,Lab hold,Lab,Con,70069,38494,121,12392,6584,18976,1743,6281,3794,0,0,0,0,0,0,0,1116,0
E14001326,E12000004,Leicester East,,East Midlands,England,Borough,,Shivani,Raja,Female,Con gain from Lab,Con,Lab,76560,46714,255,4426,14526,10100,6329,2611,2143,0,0,0,0,0,0,0,11005,0
E14001327,E12000004,Leicester South,,East Midlands,England,Borough,,Shockat,Adam,Male,Ind gain from Lab,Ind,Lab,70867,41837,158,979,4820,13760,1425,2470,3826,0,0,0,0,0,0,0,15536,14739
E14001328,E12000004,Leicester West,,East Midlands,England,Borough,,Liz,Kendall,Female,Lab hold,Lab,Con,74102,35397,161,8777,7021,15798,2179,5666,4089,0,0,0,0,0,0,0,644,0
E14001329,E12000002,Leigh and Atherton,,North West,England,Borough,,Jo,Platt,Female,Lab gain from Con,Lab,RUK,79978,41170,147,8881,6483,19971,1597,11090,1653,0,0,0,0,0,0,0,376,0
E14001330,E12000008,Lewes,,South East,England,County,,James,MacCleary,Male,LD gain from Con,LD,Con,76166,53173,171,12624,14271,3574,26895,6335,1869,0,0,0,0,0,0,0,229,0
E14001331,E12000007,Lewisham East,,London,England,Borough,,Janet,Daby,Female,Lab hold,Lab,Green,73380,40637,192,18073,4401,23646,2471,3469,5573,0,0,0,0,0,0,0,1077,0
E14001332,E12000007,Lewisham North,,London,England,Borough,,Vicky,Foxcroft,Female,Lab hold,Lab,Green,74205,44167,262,15782,2701,25467,3284,2000,9685,0,0,0,0,0,0,0,1030,0
E14001333,E12000007,Lewisham West and East Dulwich,,London,England,Borough,,Ellie,Reeves,Female,Lab hold,Lab,Green,69386,46414,213,18397,3477,27406,3558,2234,9009,0,0,0,0,0,0,0,730,0
E14001334,E12000007,Leyton and Wanstead,,London,England,Borough,,Calvin,Bailey,Male,Lab hold,Lab,Green,71491,43732,208,13964,4846,20755,2815,2475,6791,0,0,0,0,0,0,0,6050,0
E14001335,E12000005,Lichfield,,West Midlands,England,County,,Dave,Robertson,Male,Lab gain from Con,Lab,Con,76118,49104,159,810,16422,17232,3572,9734,1724,0,0,0,0,0,0,0,420,0
E14001336,E12000004,Lincoln,,East Midlands,England,Borough,,Hamish,Falconer,Male,Lab gain from Con,Lab,Con,72315,42160,165,8793,9677,18470,2580,7602,2751,0,0,0,0,0,0,0,1080,0
E14001337,E12000002,Liverpool Garston,,North West,England,Borough,,Maria,Eagle,Female,Lab hold,Lab,RUK,69282,41993,155,20104,2943,24510,3239,4406,2816,0,0,0,0,0,0,0,4079,0
E14001338,E12000002,Liverpool Riverside,,North West,England,Borough,,Kim,Johnson,Female,Lab hold,Lab,Green,71380,32381,156,14793,1155,20039,1544,3272,5246,0,0,0,0,0,0,0,1125,0
E14001339,E12000002,Liverpool Walton,,North West,England,Borough,,Dan,Carden,Male,Lab hold,Lab,RUK,69317,36886,132,20245,1282,26032,945,5787,2388,0,0,0,0,0,0,0,452,0
E14001340,E12000002,Liverpool Wavertree,,North West,England,Borough,,Paula,Barker,Female,Lab hold,Lab,Green,70581,39815,231,16304,1887,23077,2759,3454,6773,0,0,0,0,0,0,0,1865,0
E14001341,E12000002,Liverpool West Derby,,North West,England,Borough,,Ian,Byrne,Male,Lab hold,Lab,RUK,69934,38006,162,20423,1566,25302,1276,4879,2647,0,0,0,0,0,0,0,2336,0
S14000095,S92000003,Livingston,,Scotland,Scotland,County,,Gregor,Poynton,Male,Lab gain from SNP,Lab,SNP,78043,44840,121,3528,3469,18324,2025,3977,1704,14796,0,0,0,0,0,0,545,0
W07000098,W92000004,Llanelli,,Wales,Wales,County,,Nia,Griffith,Female,Lab hold,Lab,RUK,71538,40744,124,1504,4275,12751,1254,11247,1106,0,9511,0,0,0,0,0,600,0
S14000096,S92000003,Lothian East,,Scotland,Scotland,County,,Douglas,Alexander,Male,Lab gain from SNP,Lab,SNP,75456,48102,132,13265,5535,23555,2649,3039,2477,10290,0,0,0,0,0,0,557,0
E14001342,E12000004,Loughborough,,East Midlands,England,County,,Jeevun,Sandher,Male,Lab gain from Con,Lab,Con,68961,42259,177,4960,12289,17249,2561,7204,2956,0,0,0,0,0,0,0,0,0
E14001343,E12000004,Louth and Horncastle,,East Midlands,England,County,,Victoria,Atkins,Female,Con hold,Con,RUK,76880,46479,131,5506,17441,10475,2364,11935,2504,0,0,0,0,0,0,0,1760,0
E14001344,E12000006,Lowestoft,,East of England,England,County,,Jess,Asato,Female,Lab gain from Con,Lab,Con,74332,41824,101,2016,12448,14464,1489,10328,3095,0,0,0,0,0,0,0,0,0
E14001345,E12000006,Luton North,,East of England,England,Borough,,Sarah,Owen,Female,Lab hold,Lab,Con,74866,38745,162,7510,7167,14677,1890,4666,1940,0,0,0,0,0,0,0,8405,0
E14001346,E12000006,Luton South and South Bedfordshire,,East of England,England,County,,Rachel,Hopkins,Female,Lab hold,Lab,Con,77312,38382,176,6858,6735,13593,2400,4759,2401,0,0,0,0,0,0,0,8494,0
E14001347,E12000002,Macclesfield,,North West,England,County,,Tim,Roca,Male,Lab gain from Con,Lab,Con,76416,52792,143,9120,15552,24672,2482,6592,2493,0,0,0,0,0,0,0,1001,0
E14001348,E12000008,Maidenhead,,South East,England,County,,Joshua,Reynolds,Male,LD gain from Con,LD,Con,75687,50329,516,2963,18932,5766,21895,0,1996,0,0,0,0,0,0,0,1740,0
E14001349,E12000008,Maidstone and Malling,,South East,England,County,,Helen,Grant,Female,Con hold,Con,Lab,76449,46389,131,1674,14146,12472,6375,9316,3727,0,0,0,0,0,0,0,353,0
E14001350,E12000002,Makerfield,,North West,England,Borough,,Josh,Simons,Male,Lab hold,Lab,RUK,76641,40263,135,5399,4379,18202,2735,12803,1776,0,0,0,0,0,0,0,368,0
E14001351,E12000006,Maldon,,East of England,England,County,,John,Whittingdale,Male,Con hold,Con,RUK,78282,49841,199,6906,19374,9817,5882,12468,2300,0,0,0,0,0,0,0,0,0
E14001352,E12000002,Manchester Central,,North West,England,Borough,,Lucy,Powell,Female,Lab hold,Lab,Green,85204,39725,181,13797,2823,20184,3051,4760,6387,0,0,0,0,0,0,0,2520,0
E14001353,E12000002,Manchester Rusholme,,North West,England,Borough,,Afzal,Khan,Male,Lab hold,Lab,Green,72608,29033,193,8235,1678,15054,0,1313,6819,0,0,0,0,0,0,0,4169,0
E14001354,E12000002,Manchester Withington,,North West,England,Borough,,Jeff,Smith,Male,Lab hold,Lab,Green,70555,41731,240,13982,2280,22066,5412,1961,8084,0,0,0,0,0,0,0,1928,0
E14001355,E12000004,Mansfield,,East Midlands,England,County,,Steve,Yemm,Male,Lab gain from Con,Lab,Con,74535,41087,114,3485,12563,16048,799,9385,1326,0,0,0,0,0,0,0,966,0
E14001356,E12000009,Melksham and Devizes,,South West,England,County,,Brian,Mathew,Male,LD gain from Con,LD,Con,73482,51203,203,2401,17630,4587,20031,6726,2229,0,0,0,0,0,0,0,0,0
E14001357,E12000004,Melton and Syston,,East Midlands,England,County,,Edward,Argar,Male,Con hold,Con,Lab,74316,45986,163,5396,17526,12130,2547,8945,3685,0,0,0,0,0,0,0,1153,0
E14001358,E12000005,Meriden and Solihull East,,West Midlands,England,County,,Saqib,Bhatti,Male,Con hold,Con,Lab,73659,44035,161,4584,16792,12208,3353,8753,2929,0,0,0,0,0,0,0,0,0
W07000099,W92000004,Merthyr Tydfil and Aberdare,,Wales,Wales,County,,Gerald,Jones,Male,Lab hold,Lab,RUK,74460,35215,115,7447,2687,15791,1276,8344,1231,0,4768,0,0,0,0,0,1118,0
W07000100,W92000004,Mid and South Pembrokeshire,,Wales,Wales,County,,Henry,Tufnell,Male,Lab gain from Con,Lab,Con,79033,46629,147,1878,14627,16505,2372,7828,1654,0,2962,0,0,0,0,0,681,0
E14001359,E12000006,Mid Bedfordshire,,East of England,England,County,,Blake,Stephenson,Male,Con hold,Con,Lab,75457,49621,179,1321,16912,15591,4068,8594,2584,0,0,0,0,0,0,0,1872,0
E14001360,E12000008,Mid Buckinghamshire,,South East,England,County,,Greg,Smith,Male,Con hold,Con,LD,75622,53951,231,5872,20150,9171,14278,6926,2942,0,0,0,0,0,0,0,484,0
E14001361,E12000002,Mid Cheshire,,North West,England,County,,Andrew,Cooper,Male,Lab gain from Con,Lab,Con,70384,41509,115,8927,9530,18457,2465,7967,1967,0,0,0,0,0,0,0,1123,0
E14001362,E12000004,Mid Derbyshire,,East Midlands,England,County,,Jonathan,Davies,Male,Lab gain from Con,Lab,Con,69917,47543,153,1878,15468,17346,2361,8356,3547,0,0,0,0,0,0,0,465,0
E14001363,E12000009,Mid Dorset and North Poole,,South West,England,County,,Vikki,Slade,Female,LD gain from Con,LD,Con,75294,49514,798,1352,20090,4566,21442,0,2355,0,0,0,0,0,0,0,1061,0
S14000097,S92000003,Mid Dunbartonshire,,Scotland,Scotland,County,,Susan,Murray,Female,LD gain from SNP,LD,SNP,73603,52738,132,9673,2452,10993,22349,2099,1720,12676,0,0,0,0,0,0,449,0
E14001364,E12000004,Mid Leicestershire,,East Midlands,England,County,,Peter,Bedford,Male,Con hold,Con,Lab,75924,48050,181,2201,17735,15534,2444,8923,3414,0,0,0,0,0,0,0,0,0
E14001365,E12000006,Mid Norfolk,,East of England,England,County,,George,Freeman,Male,Con hold,Con,Lab,75238,45897,222,3054,16770,13716,3126,9427,2858,0,0,0,0,0,0,0,0,0
E14001366,E12000008,Mid Sussex,,South East,England,County,,Alison,Bennett,Female,LD gain from Con,LD,Con,75969,53328,145,6662,14474,9397,21136,5921,2048,0,0,0,0,0,0,0,352,0
N05000010,N92000002,Mid Ulster,,Northern Ireland,Northern Ireland,County,,Cathal,Mallaghan,Male,SF hold,SF,DUP,74000,45445,246,14923,0,0,0,0,0,0,0,9162,24085,3722,2269,2001,4206,0
E14001367,E12000001,Middlesbrough and Thornaby East,,North East,England,Borough,,Andy,McDonald,Male,Lab hold,Lab,RUK,75123,34407,92,9192,6174,16238,1037,7046,1522,0,0,0,0,0,0,0,2390,0
E14001368,E12000001,Middlesbrough South and East Cleveland,,North East,England,County,,Luke,Myer,Male,Lab gain from Con,Lab,Con,70331,38035,529,214,16254,16468,2032,0,1446,0,0,0,0,0,0,0,1835,0
S14000045,S92000003,Midlothian,,Scotland,Scotland,County,,Kirsty,McNeill,Female,Lab gain from SNP,Lab,SNP,73554,44165,162,8167,3248,21480,2589,3276,0,13313,0,0,0,0,0,0,259,0
E14001369,E12000008,Milton Keynes Central,,South East,England,Borough,,Emily,Darlington,Female,Lab gain from Con,Lab,Con,81078,47729,201,7291,12918,20209,4931,6245,3226,0,0,0,0,0,0,0,200,0
E14001370,E12000008,Milton Keynes North,,South East,England,County,,Chris,Curtis,Male,Lab gain from Con,Lab,Con,70709,45977,184,5430,13888,19318,3365,6164,3242,0,0,0,0,0,0,0,0,0
E14001371,E12000007,Mitcham and Morden,,London,England,Borough,,Siobhain,McDonagh,Female,Lab hold,Lab,Con,77282,45255,182,18761,6324,25085,3622,4135,4635,0,0,0,0,0,0,0,1454,0
W07000101,W92000004,Monmouthshire,,Wales,Wales,County,,Catherine,Fookes,Female,Lab gain from Con,Lab,Con,74823,50844,154,3338,17672,21010,2279,5438,2357,0,1273,0,0,0,0,0,815,0
W07000102,W92000004,Montgomeryshire and Glyndŵr,,Wales,Wales,County,,Steve,Witherden,Male,Lab gain from Con,Lab,RUK,74039,43259,193,3815,7775,12709,6470,8894,1744,0,5667,0,0,0,0,0,0,0
S14000098,S92000003,"Moray West, Nairn and Strathspey",,Scotland,Scotland,County,,Graham,Leadbitter,Male,SNP hold,SNP,Con,77243,46554,167,1001,13960,8259,3785,3490,1676,14961,0,0,0,0,0,0,423,0
E14001372,E12000002,Morecambe and Lunesdale,,North West,England,County,,Lizzi,Collinge,Female,Lab gain from Con,Lab,Con,76424,48059,171,5815,13788,19603,4769,7810,2089,0,0,0,0,0,0,0,0,0
S14000099,S92000003,"Motherwell, Wishaw and Carluke",,Scotland,Scotland,County,,Pamela,Nash,Female,Lab gain from SNP,Lab,SNP,71777,39026,125,7085,2415,19168,822,3004,1200,12083,0,0,0,0,0,0,334,0
S14000027,S92000003,Na h-Eileanan an Iar,,Scotland,Scotland,County,,Torcuil,Crichton,Male,Lab gain from SNP,Lab,SNP,21325,13528,53,3836,647,6692,382,697,0,2856,0,0,0,0,0,0,2254,0
W07000103,W92000004,Neath and Swansea East,,Wales,Wales,County,,Carolyn,Harris,Female,Lab hold,Lab,RUK,76291,40137,132,6627,3765,16797,2344,10170,1711,0,5350,0,0,0,0,0,0,0
E14001373,E12000008,New Forest East,,South East,England,County,,Julian,Lewis,Male,Con hold,Con,Lab,70618,45230,146,8495,17412,8917,7198,7646,3118,0,0,0,0,0,0,0,939,0
E14001374,E12000008,New Forest West,,South East,England,County,,Desmond,Swayne,Male,Con hold,Con,Lab,68644,46337,152,5600,16412,10812,8186,7577,2800,0,0,0,0,0,0,0,550,0
E14001375,E12000004,Newark,,East Midlands,England,County,,Robert,Jenrick,Male,Con hold,Con,Lab,79783,53459,198,3572,20968,17396,3026,8280,2345,0,0,0,0,0,0,0,1444,0
E14001376,E12000008,Newbury,,South East,England,County,,Lee,Dillon,Male,LD gain from Con,LD,Con,71982,48930,173,2377,17268,3662,19645,5357,2714,0,0,0,0,0,0,0,284,0
E14001377,E12000001,Newcastle upon Tyne Central and West,,North East,England,Borough,,Chi,Onwurah,Female,Lab hold,Lab,RUK,76822,41355,167,11060,4228,18875,1946,7815,3228,0,0,0,0,0,0,0,5263,0
E14001378,E12000001,Newcastle upon Tyne East and Wallsend,,North East,England,Borough,,Mary,Glindon,Female,Lab hold,Lab,RUK,76245,42321,123,12817,3522,21200,2965,8383,5257,0,0,0,0,0,0,0,994,0
E14001379,E12000001,Newcastle upon Tyne North,,North East,England,Borough,,Catherine,McKinnell,Female,Lab hold,Lab,Con,74768,48617,197,17762,6678,24440,5936,5933,5035,0,0,0,0,0,0,0,595,0
E14001380,E12000005,Newcastle-under-Lyme,,West Midlands,England,County,,Adam,Jogee,Male,Lab gain from Con,Lab,Con,67815,39618,158,5069,10923,15992,1987,8865,1851,0,0,0,0,0,0,0,0,0
W07000104,W92000004,Newport East,,Wales,Wales,County,,Jessica,Morden,Female,Lab hold,Lab,RUK,76683,38531,154,9009,6487,16370,2045,7361,2092,0,2239,0,0,0,0,0,1937,0
W07000105,W92000004,Newport West and Islwyn,,Wales,Wales,County,,Ruth,Jones,Female,Lab hold,Lab,RUK,75785,41951,163,8868,6710,17409,2087,8541,2078,0,3529,0,0,0,0,0,1597,0
N05000011,N92000002,Newry and Armagh,,Northern Ireland,Northern Ireland,County,,Dáire,Hughes,Male,SF hold,SF,SDLP,78244,45942,294,15493,83,0,0,0,0,0,0,5900,22299,6806,3175,2692,4987,0
E14001381,E12000009,Newton Abbot,,South West,England,County,,Martin,Wrigley,Male,LD gain from Con,LD,Con,73885,47992,158,2246,12955,7115,15201,8494,2083,0,0,0,0,0,0,0,2144,0
E14001382,E12000001,Newton Aycliffe and Spennymoor,,North East,England,County,,Alan,Strickland,Male,Lab gain from Con,Lab,RUK,72215,39846,79,8839,8195,18394,1491,9555,1701,0,0,0,0,0,0,0,510,0
